Date,pm25_median,pm10_median,no2_median,so2_median,co_median,o3_median,temperature_median,humidity_median,wind-speed_median,AQI,Category
2024-10-25,109.68,343.04,221.19,682.68,10.54,159.43,25.5,69.7,3.05,293.1,Poor
2023-10-12,29.83,55.27,5.89,35.01,0.26,40.91,30.8,48.4,4.19,56.1,Good
2021-08-13,103.35,330.61,199.49,577.96,11.78,208.5,21.1,77.2,2.18,301.1,Poor
2024-04-07,73.04,246.16,132.53,107.33,6.44,130.44,32.5,49.1,1.99,197.5,Moderate
2024-06-06,83.59,209.05,125.29,160.88,5.4,133.72,24.1,63.1,5.53,178.8,Moderate
2024-05-19,395.81,736.31,526.17,1812.48,37.7,929.68,29.5,87.3,1.25,500.0,Severe
2021-08-20,40.67,96.48,55.58,72.52,1.04,56.07,39.7,60.0,3.15,96.6,Satisfactory
2021-07-18,13.08,43.28,31.94,10.46,0.99,28.66,24.1,48.0,9.45,49.6,Good
2022-05-27,110.16,299.25,194.35,385.34,13.72,214.7,23.0,56.4,4.05,302.2,Poor
2023-08-08,146.21,414.43,329.57,1259.29,25.63,769.32,16.5,88.2,1.21,409.3,Very Poor
2024-09-12,309.41,444.47,404.9,1732.22,46.82,731.24,0.7,67.8,0.76,480.3,Severe
2024-01-08,312.09,523.81,536.78,1606.63,42.69,693.36,20.4,96.1,2.75,468.7,Severe
2021-01-29,89.87,200.67,156.99,144.17,4.25,132.76,21.3,84.6,1.94,199.6,Moderate
2024-04-21,11.56,30.37,22.11,23.61,0.75,13.54,24.5,57.3,6.31,37.7,Good
2021-05-08,10.12,17.19,34.72,4.02,0.69,20.53,23.0,44.1,10.75,43.4,Good
2022-11-23,50.0,80.23,69.9,66.13,1.61,72.91,24.6,66.7,4.31,87.6,Satisfactory
2023-09-26,85.06,163.86,93.36,162.25,6.01,93.38,15.3,71.2,3.98,183.6,Moderate
2024-12-15,71.75,160.81,163.88,239.16,5.95,95.97,16.6,86.1,2.84,184.0,Moderate
2024-04-16,88.15,115.12,172.25,104.95,7.98,127.18,13.1,39.7,6.07,193.9,Moderate
2022-01-23,473.79,690.33,429.25,1900.53,41.71,764.44,-3.7,88.2,1.31,500.0,Severe
2023-12-11,51.67,99.98,53.92,75.42,1.47,87.49,18.1,48.8,8.5,100.0,Satisfactory
2024-11-21,80.1,204.01,114.54,144.22,4.72,122.64,29.0,74.7,2.46,169.6,Moderate
2021-11-03,23.71,37.0,8.43,25.86,0.51,24.67,31.9,26.1,11.82,39.5,Good
2022-01-21,50.53,103.56,62.07,61.55,1.56,86.39,22.1,67.2,3.47,103.3,Satisfactory
2023-07-13,135.76,392.63,365.03,1228.83,23.85,766.47,13.5,59.5,1.76,408.2,Very Poor
2024-10-01,309.58,538.76,469.99,1783.81,36.61,725.56,16.4,90.2,1.09,464.3,Severe
2024-05-26,230.98,410.62,310.77,1526.98,29.69,614.61,4.9,52.0,2.01,391.0,Very Poor
2023-08-10,21.5,34.55,5.2,33.41,0.1,36.35,34.9,52.7,12.13,41.8,Good
2021-07-31,28.76,34.54,6.63,2.05,0.51,26.05,24.1,52.3,8.57,47.9,Good
2021-05-24,104.88,319.97,258.34,581.39,13.09,227.9,29.2,63.7,4.38,304.6,Poor
2022-11-21,130.02,382.32,325.68,1058.6,25.57,313.3,31.6,81.2,2.84,350.9,Very Poor
2021-06-15,136.97,353.21,330.29,821.49,32.68,624.35,22.0,53.6,1.56,392.3,Very Poor
2021-11-07,448.43,547.89,444.72,1844.36,36.99,695.44,18.4,84.0,1.95,479.6,Severe
2023-06-27,31.51,74.85,77.56,46.37,1.58,94.53,32.0,65.9,8.17,97.0,Satisfactory
2022-01-08,237.04,410.92,370.07,811.37,26.79,571.35,11.6,71.9,2.02,390.1,Very Poor
2024-03-08,341.12,481.09,400.63,1610.36,44.79,898.78,2.9,81.8,1.31,467.7,Severe
2021-01-17,75.02,213.76,142.42,316.54,9.15,135.03,20.2,60.4,5.65,189.5,Moderate
2024-08-25,47.96,91.48,69.64,69.61,1.35,69.07,22.3,67.3,3.55,91.6,Satisfactory
2024-10-05,100.07,269.48,255.07,676.06,14.12,159.02,20.3,61.4,2.3,275.3,Poor
2022-05-04,447.66,700.45,462.6,1637.14,34.53,958.21,6.5,68.5,1.99,500.0,Severe
2023-07-04,39.87,84.84,69.36,60.76,1.85,80.91,35.6,44.9,6.24,92.6,Satisfactory
2021-07-04,45.67,100.24,41.52,60.8,1.83,108.12,26.4,42.5,7.83,112.7,Satisfactory
2024-04-30,44.03,96.61,78.07,57.54,1.56,81.22,23.9,64.9,3.97,97.6,Satisfactory
2021-06-12,62.31,119.43,146.73,120.64,4.63,165.48,34.6,47.3,4.03,196.3,Moderate
2021-05-15,197.91,364.18,398.93,1346.39,33.38,768.94,30.4,75.0,2.42,409.2,Very Poor
2021-10-27,118.67,258.67,256.72,755.01,14.24,155.2,23.7,78.6,3.52,295.6,Poor
2023-03-08,83.49,226.29,169.56,268.06,2.28,172.75,24.0,71.0,5.59,212.5,Moderate
2024-05-20,309.45,548.78,505.62,1887.25,47.53,925.64,30.6,75.3,1.32,484.7,Severe
2023-06-26,51.81,111.61,46.78,76.74,1.23,103.63,20.1,56.6,5.97,108.6,Satisfactory
2021-08-01,118.3,278.44,217.81,387.41,16.76,192.69,21.2,44.7,1.5,296.6,Poor
2021-09-19,98.24,349.24,240.68,468.48,16.76,170.06,37.7,52.4,3.82,299.2,Poor
2023-08-18,351.54,729.08,549.2,1874.85,39.08,941.23,10.2,68.6,1.2,500.0,Severe
2021-09-30,53.16,95.08,40.22,63.21,1.29,53.23,33.3,47.0,3.17,95.2,Satisfactory
2023-03-19,81.07,158.53,178.42,241.23,9.46,142.82,23.0,53.1,5.85,198.4,Moderate
2021-01-04,16.51,25.46,36.47,34.92,0.18,19.76,16.4,42.6,7.57,45.6,Good
2021-03-27,74.02,158.45,113.38,286.1,3.22,116.97,14.9,55.5,4.92,169.0,Moderate
2024-05-27,90.35,293.12,218.45,434.07,13.4,195.94,19.7,67.1,5.17,270.1,Poor
2024-09-09,52.88,85.46,41.18,76.13,1.3,67.38,26.3,59.2,2.91,95.2,Satisfactory
2022-12-24,47.31,104.57,70.72,47.62,1.32,62.63,9.8,77.8,4.0,104.0,Satisfactory
2022-02-13,101.44,309.56,226.53,428.37,15.02,167.79,19.9,92.6,1.82,272.0,Poor
2023-11-10,65.61,207.68,146.47,126.84,2.5,104.19,15.2,54.5,3.65,172.0,Moderate
2024-11-26,46.38,65.93,77.41,68.38,1.39,78.11,33.7,58.2,7.05,96.8,Satisfactory
2024-09-25,92.7,302.32,195.75,625.74,13.04,168.09,10.2,65.9,2.34,500.0,Poor
2022-05-29,338.77,504.46,403.22,1772.2,47.88,977.72,4.2,78.7,0.67,491.2,Severe
2024-10-20,366.11,531.48,510.54,1848.48,37.9,694.06,24.6,81.2,1.62,462.4,Severe
2024-08-19,478.38,582.85,530.76,1869.03,36.06,948.22,32.4,61.1,0.67,491.4,Severe
2023-10-21,115.88,257.71,221.67,470.93,11.66,185.74,17.1,40.5,3.17,286.4,Poor
2024-01-15,68.84,182.13,108.94,84.03,7.99,114.15,21.7,47.1,6.02,175.1,Moderate
2021-10-20,142.82,394.4,325.56,1382.27,18.85,459.09,29.3,52.8,2.14,373.0,Very Poor
2022-03-03,92.15,312.93,232.3,476.66,10.67,205.17,12.6,81.7,3.48,293.0,Poor
2021-09-08,103.65,306.13,228.76,772.71,16.33,157.69,27.6,70.0,3.83,293.6,Poor
2022-10-07,105.67,259.28,193.56,628.68,14.36,186.66,29.5,50.1,3.7,262.6,Poor
2021-12-24,12.44,21.82,11.91,8.31,0.83,18.13,16.1,51.3,10.37,41.7,Good
2021-01-29,43.9,90.41,41.28,46.84,1.18,47.25,22.8,71.7,6.63,90.6,Satisfactory
2022-04-08,244.91,400.2,329.25,1100.15,19.08,733.04,18.1,86.5,3.74,397.3,Very Poor
2022-08-11,52.42,86.88,61.15,53.7,1.34,66.17,34.0,50.7,3.68,87.6,Satisfactory
2021-07-18,7.04,38.8,39.17,10.84,0.74,12.07,34.5,38.3,10.51,49.0,Good
2024-09-10,35.66,68.19,41.73,49.05,1.82,65.34,34.5,60.5,8.3,91.0,Satisfactory
2022-01-01,103.37,293.99,246.38,404.45,12.89,162.68,30.0,51.7,4.67,266.7,Poor
2023-02-13,101.29,308.28,255.21,591.41,16.4,159.08,24.8,66.0,3.8,291.6,Poor
2024-03-20,14.97,40.76,30.8,16.53,0.95,15.72,26.0,60.1,5.24,47.4,Good
2024-05-23,381.7,564.73,407.31,1897.64,35.22,908.95,29.9,75.2,1.42,479.4,Severe
2022-08-05,32.03,67.59,77.01,75.84,1.1,83.87,34.6,32.8,7.39,96.3,Satisfactory
2021-12-02,116.59,260.07,241.61,740.01,10.63,177.65,6.7,73.8,4.54,288.7,Poor
2023-01-22,40.12,78.24,50.55,65.82,1.87,60.75,28.7,73.7,7.71,93.7,Satisfactory
2023-10-28,72.81,187.46,168.1,219.24,7.27,140.57,35.5,57.8,4.79,188.2,Moderate
2024-02-23,25.73,30.95,18.65,36.73,0.62,15.29,24.0,36.7,9.42,45.9,Good
2022-04-10,11.39,48.89,33.23,37.58,0.87,9.71,26.7,63.9,8.2,48.9,Good
2023-01-16,23.33,43.18,6.84,10.92,0.57,38.95,24.3,50.1,6.73,43.2,Good
2023-04-09,322.39,537.61,424.8,1673.48,45.91,1005.1,20.1,92.7,1.69,500.0,Severe
2022-01-16,54.48,67.76,46.38,40.21,1.81,66.35,23.3,73.4,7.81,91.0,Satisfactory
2023-07-20,157.0,376.69,381.35,1300.01,20.17,785.29,30.1,53.8,1.41,415.6,Very Poor
2021-05-15,140.14,369.97,397.81,1533.37,33.74,601.93,11.6,78.5,3.16,398.5,Very Poor
2023-05-20,7.59,48.28,23.31,2.71,0.82,33.56,25.1,38.7,5.11,48.3,Good
2022-10-05,148.98,391.05,311.71,1173.61,30.69,473.4,21.6,88.7,1.96,380.7,Very Poor
2022-03-15,36.54,70.17,62.66,75.16,1.04,94.81,32.0,64.7,3.49,94.9,Satisfactory
2021-11-01,80.28,174.14,112.37,117.32,6.54,111.54,30.6,68.5,5.05,167.8,Moderate
2021-01-07,100.24,326.85,247.77,683.11,12.81,182.38,20.4,55.8,3.77,277.1,Poor
2022-09-05,106.47,340.29,259.56,553.47,14.93,183.69,13.5,58.1,4.05,290.4,Poor
2022-02-08,33.14,54.65,51.24,77.81,1.19,48.69,19.2,53.2,6.64,97.3,Satisfactory
2021-04-10,114.03,262.94,208.43,697.6,15.15,185.57,17.3,70.3,3.3,280.2,Poor
2021-01-01,115.64,347.87,225.93,497.34,14.41,171.34,3.7,68.1,1.08,297.9,Poor
2021-04-11,79.53,224.53,115.44,353.84,8.06,167.98,18.1,72.4,6.16,200.0,Moderate
2024-03-09,94.76,286.13,242.18,429.32,16.28,212.62,26.5,72.7,1.06,301.8,Poor
2021-06-05,14.32,32.44,7.09,8.28,0.66,30.76,28.8,41.9,10.62,33.2,Good
2022-08-17,204.13,359.79,370.38,1365.55,26.82,494.12,23.3,76.8,1.7,375.5,Very Poor
2023-02-23,303.58,555.28,487.27,1884.25,39.18,692.67,4.0,69.4,1.55,473.9,Severe
2024-07-12,94.93,338.69,261.08,578.06,16.89,203.85,20.0,63.9,1.99,298.5,Poor
2021-02-02,157.35,427.06,293.38,1020.93,19.21,508.94,18.3,89.2,2.38,396.4,Very Poor
2021-05-26,77.05,152.51,140.82,273.63,2.57,111.16,15.8,47.6,5.38,164.9,Moderate
2022-09-18,147.33,375.23,298.87,1426.52,18.99,494.99,32.2,70.2,0.67,378.5,Very Poor
2024-09-26,83.14,247.31,134.5,215.69,7.9,138.63,28.9,57.6,3.65,198.2,Moderate
2021-09-17,38.99,66.67,77.84,50.21,1.31,53.29,17.3,49.9,5.32,97.4,Satisfactory
2023-09-09,34.95,67.74,56.28,55.7,1.47,84.56,34.1,49.7,6.81,84.8,Satisfactory
2024-07-23,58.94,87.07,51.39,45.29,1.65,81.39,20.4,33.7,2.88,98.3,Satisfactory
2021-12-25,21.58,28.65,13.26,14.18,0.38,13.62,21.3,50.1,11.92,36.0,Good
2024-12-08,27.04,49.26,33.61,5.29,0.46,39.91,21.4,70.4,6.95,49.3,Good
2023-07-17,285.38,596.66,460.1,1941.14,42.18,1032.13,25.1,61.6,1.81,500.0,Severe
2024-02-22,316.17,516.45,413.87,1899.19,40.28,843.3,10.2,72.4,2.42,475.0,Severe
2024-03-30,204.04,391.86,377.55,1307.35,18.35,535.19,13.3,87.7,1.08,381.5,Very Poor
2021-05-01,9.34,33.86,4.24,34.44,0.32,20.92,31.6,31.4,9.99,43.0,Good
2022-04-24,81.58,239.05,90.53,168.68,6.49,152.71,31.3,46.5,3.68,192.8,Moderate
2021-11-06,94.42,307.25,195.27,497.79,14.39,167.11,23.8,71.0,1.46,263.1,Poor
2024-10-25,15.56,29.89,25.11,19.76,0.81,6.15,31.1,62.9,9.43,40.3,Good
2024-06-14,393.16,532.74,496.15,1686.69,44.08,1044.37,23.7,85.4,0.66,500.0,Severe
2023-10-15,479.97,634.66,525.93,1616.44,40.56,683.32,26.8,77.7,2.11,500.0,Severe
2022-09-11,266.87,473.83,408.59,1709.83,38.54,776.06,16.3,91.7,0.78,429.0,Severe
2023-07-23,352.76,545.23,446.78,1761.55,46.44,1039.84,30.8,61.6,0.96,500.0,Severe
2022-04-04,238.64,455.47,317.79,1558.17,27.86,585.33,11.6,74.1,3.22,415.8,Very Poor
2024-10-21,92.21,344.55,226.28,799.52,14.67,159.17,36.1,68.4,3.83,299.9,Poor
2023-06-18,200.98,409.08,330.99,1112.01,26.92,791.47,35.9,65.6,1.4,418.0,Very Poor
2021-11-22,421.72,760.61,446.69,1614.41,42.17,678.64,23.4,76.0,1.93,500.0,Severe
2022-12-27,94.66,340.58,265.55,510.47,11.08,164.75,31.9,92.2,1.63,290.7,Poor
2021-10-06,18.71,23.14,20.63,21.27,0.67,22.74,21.6,46.2,10.02,33.4,Good
2022-09-29,116.94,309.86,219.9,709.55,10.6,184.1,36.7,56.9,3.38,289.9,Poor
2024-02-21,478.18,933.85,417.44,1809.15,37.63,819.57,-3.6,89.1,1.85,500.0,Severe
2022-12-23,358.69,681.57,460.5,1930.23,43.37,759.51,10.7,68.6,0.66,500.0,Severe
2024-03-08,14.98,34.83,8.05,10.47,0.42,20.03,26.8,60.0,9.94,34.8,Good
2024-12-26,41.3,80.16,41.94,48.24,1.44,56.71,25.1,68.6,6.75,80.5,Satisfactory
2021-12-01,479.01,1060.89,400.72,1626.75,36.05,689.31,-3.3,80.3,1.69,500.0,Severe
2024-03-05,85.65,182.44,162.53,85.02,3.35,148.47,28.6,49.1,5.32,185.6,Moderate
2023-09-14,267.44,508.1,547.58,1931.96,45.04,683.95,24.2,88.8,2.66,483.1,Severe
2022-04-09,82.86,158.99,96.1,354.84,4.57,130.32,24.8,61.4,2.5,191.7,Moderate
2024-11-10,164.47,401.0,375.3,1421.94,29.1,590.37,30.7,70.8,1.79,379.6,Very Poor
2022-05-28,74.27,198.21,100.01,355.49,3.88,135.63,23.1,54.7,3.89,191.9,Moderate
2022-03-20,99.69,276.33,249.31,755.91,13.48,206.72,23.7,60.6,2.02,296.8,Poor
2024-06-25,80.37,182.67,96.22,107.17,4.46,176.8,24.4,52.9,6.03,222.6,Moderate
2023-06-01,57.92,91.07,44.55,73.91,1.9,86.53,29.9,69.4,5.02,96.6,Satisfactory
2024-08-26,32.66,82.05,55.74,73.45,1.22,60.64,36.4,51.5,4.56,92.0,Satisfactory
2023-12-26,88.16,176.9,149.56,196.21,7.89,106.8,17.1,70.4,5.97,193.9,Moderate
2023-08-02,407.3,689.48,543.1,1986.11,41.13,1033.63,17.7,74.8,1.79,500.0,Severe
2024-10-26,104.52,335.87,235.93,771.54,15.51,175.34,33.0,48.0,3.66,293.3,Poor
2022-09-13,80.32,179.96,179.75,259.24,5.86,148.83,24.5,74.7,5.17,199.8,Moderate
2023-04-27,73.57,200.86,131.53,341.03,8.99,125.34,18.6,76.3,4.22,187.5,Moderate
2024-03-31,64.15,119.27,90.78,143.42,3.84,144.71,12.5,63.8,3.21,166.0,Moderate
2022-05-07,38.69,85.02,53.68,48.33,1.55,93.35,26.4,45.7,4.65,93.5,Satisfactory
2024-01-28,167.33,377.93,288.2,1023.41,23.99,295.97,15.2,63.1,1.16,341.7,Very Poor
2022-12-26,64.74,247.64,118.74,254.4,9.33,138.26,18.1,87.8,4.61,198.4,Moderate
2021-01-11,13.46,34.36,33.67,1.46,0.36,35.9,15.3,61.9,5.05,42.1,Good
2021-07-07,96.33,309.08,207.55,600.11,11.54,226.3,25.6,74.0,1.42,304.3,Poor
2023-11-13,419.89,884.74,478.63,1954.36,39.94,845.73,30.5,84.3,0.42,500.0,Severe
2022-11-18,104.38,288.29,203.1,399.63,15.0,174.73,26.3,83.8,3.3,271.6,Poor
2023-12-04,160.76,405.01,301.64,1065.21,17.29,364.51,21.2,82.6,2.52,369.0,Very Poor
2024-07-28,70.35,147.12,91.76,87.07,2.99,165.93,29.7,48.8,3.76,197.0,Moderate
2021-02-19,9.08,13.82,12.79,23.35,0.56,41.99,22.8,38.6,5.57,42.0,Good
2023-12-31,7.53,12.34,21.05,21.69,0.76,43.79,16.7,67.9,11.88,43.8,Good
2021-09-17,85.6,147.13,85.22,158.56,6.76,131.03,16.0,60.6,4.02,185.4,Moderate
2022-05-19,240.29,455.01,384.84,1333.55,33.29,570.6,21.4,84.6,2.34,415.5,Very Poor
2022-03-02,91.53,281.45,186.4,538.32,13.81,211.14,29.1,54.4,2.06,301.6,Poor
2022-08-04,359.08,598.65,508.37,1867.15,37.5,880.24,34.8,76.7,1.35,499.2,Severe
2024-08-14,53.93,83.4,51.19,64.16,1.48,101.72,39.8,53.4,3.9,103.4,Satisfactory
2021-09-09,51.34,68.4,43.13,67.83,1.24,84.52,18.0,53.5,3.47,85.8,Satisfactory
2023-03-10,90.27,296.6,228.58,613.23,15.34,202.39,30.6,77.3,4.05,286.1,Poor
2021-07-12,13.21,32.4,11.83,30.03,0.18,31.66,30.3,42.9,5.24,37.5,Good
2023-05-13,119.41,328.54,263.49,725.67,13.58,189.13,18.2,55.7,4.1,298.1,Poor
2024-07-11,32.31,66.69,77.75,45.13,1.49,65.31,24.2,46.5,3.58,97.2,Satisfactory
2024-08-13,83.47,240.2,87.92,125.82,6.21,181.29,32.5,71.9,2.11,233.7,Moderate
2024-01-23,357.61,511.49,539.15,1613.85,34.7,790.86,7.5,90.3,1.63,469.9,Severe
2021-09-27,25.34,43.82,19.67,20.54,0.89,15.76,25.7,27.2,8.2,44.5,Good
2024-09-19,478.52,860.77,508.43,1827.32,44.71,760.08,15.5,59.8,0.99,500.0,Severe
2024-10-03,99.19,283.16,189.94,438.53,15.66,159.86,38.1,50.0,2.43,281.0,Poor
2024-07-03,62.48,123.11,109.96,117.91,9.79,183.56,31.2,63.5,3.84,239.4,Moderate
2023-01-06,378.17,573.78,442.0,1988.57,45.7,755.41,12.9,77.4,0.52,497.2,Severe
2023-03-20,91.06,331.98,206.14,789.0,13.43,206.76,31.6,65.8,2.12,297.4,Poor
2021-06-28,21.91,29.76,3.19,38.27,0.89,15.51,27.0,60.5,4.01,47.8,Good
2021-03-08,388.68,541.45,534.21,1773.38,36.86,838.5,4.1,74.5,1.99,467.4,Severe
2023-12-08,31.44,63.01,62.49,71.81,1.25,55.78,19.3,43.1,3.47,89.9,Satisfactory
2022-08-18,72.13,163.88,158.63,205.09,8.78,142.36,35.6,74.2,2.71,184.9,Moderate
2023-12-18,25.12,37.35,26.33,23.39,0.99,17.27,18.9,69.4,6.0,49.6,Good
2023-03-26,79.92,182.46,148.19,298.21,6.89,182.4,23.1,79.7,2.03,236.5,Moderate
2021-05-08,126.46,414.13,284.78,1284.36,27.84,520.38,33.8,56.5,2.54,380.3,Very Poor
2023-03-29,177.86,350.84,368.19,1022.28,18.39,509.15,17.1,59.4,1.21,373.7,Very Poor
2021-06-12,72.76,235.31,123.36,134.13,2.66,158.71,27.5,41.7,5.22,190.3,Moderate
2021-04-16,462.73,646.18,522.11,1724.73,37.8,861.64,6.8,67.2,1.05,500.0,Severe
2023-06-10,5.56,18.74,8.83,30.67,0.26,6.28,28.7,62.5,7.14,38.3,Good
2023-03-26,56.75,86.82,43.67,40.24,1.78,101.55,27.9,32.7,3.53,103.1,Satisfactory
2021-01-03,245.51,509.04,342.78,974.73,20.79,604.22,20.0,85.3,3.45,447.0,Very Poor
2023-11-07,339.42,540.23,452.01,1928.29,47.04,771.35,9.8,66.0,1.33,482.2,Severe
2024-05-03,338.95,615.76,402.38,1902.34,46.73,855.63,27.1,82.7,1.09,500.0,Severe
2023-06-27,248.95,432.62,318.93,822.38,31.91,231.98,32.4,86.4,2.7,402.5,Very Poor
2021-05-29,79.77,243.82,100.44,140.85,9.17,162.28,34.1,68.9,4.2,195.9,Moderate
2024-05-17,44.55,82.78,64.16,63.63,1.9,100.28,29.1,42.1,4.45,101.3,Satisfactory
2024-08-24,48.52,74.1,60.91,41.1,1.29,66.75,36.6,56.6,3.41,81.2,Satisfactory
2023-02-25,117.74,251.74,229.73,446.33,16.74,182.6,19.8,51.3,1.23,296.3,Poor
2024-11-13,188.53,404.24,310.99,1263.06,29.55,579.92,6.9,72.2,0.86,374.1,Very Poor
2024-10-12,7.57,32.91,23.16,12.3,0.21,14.17,24.4,33.7,5.86,32.9,Good
2022-10-13,338.34,582.79,539.71,1896.86,42.09,854.33,22.1,74.7,1.44,490.0,Severe
2023-11-19,62.27,196.36,104.87,294.12,5.69,101.19,26.9,58.2,3.41,171.6,Moderate
2021-02-08,21.54,47.68,26.05,36.14,0.27,26.73,14.2,37.6,5.61,47.7,Good
2024-09-29,88.75,126.4,171.43,108.68,7.52,106.08,16.3,35.3,2.87,195.9,Moderate
2022-07-02,93.94,260.56,204.73,525.75,10.81,208.64,14.5,59.1,3.96,301.1,Poor
2022-06-20,307.75,584.97,547.22,1613.86,42.45,895.53,5.9,89.0,0.63,491.2,Severe
2022-04-02,92.43,250.88,206.51,476.5,14.12,217.26,9.2,47.2,3.62,302.7,Poor
2021-10-04,217.28,370.34,320.14,1077.22,19.05,373.39,30.9,53.0,2.84,375.1,Very Poor
2021-05-28,65.39,143.46,91.4,189.56,5.47,169.27,19.1,57.1,3.81,203.9,Moderate
2022-07-07,154.25,376.55,298.53,1298.71,20.6,250.85,24.0,63.2,1.22,362.7,Very Poor
2022-10-05,168.14,414.89,295.74,1156.29,29.32,483.21,25.8,75.1,1.89,381.3,Very Poor
2022-09-04,54.11,110.87,57.78,46.55,1.36,55.78,29.0,38.1,5.65,108.1,Satisfactory
2022-11-23,366.51,503.0,428.09,1648.03,34.37,727.04,16.0,78.6,1.95,447.1,Severe
2022-11-18,114.54,253.3,217.44,587.26,14.05,154.96,23.0,58.0,1.99,281.9,Poor
2023-04-07,12.47,16.14,23.61,8.86,0.13,23.96,28.2,43.3,8.13,29.5,Good
2024-10-21,155.5,401.93,344.23,1069.24,28.2,479.45,20.1,77.0,1.23,366.2,Very Poor
2023-03-20,76.74,153.83,136.19,169.61,4.4,161.94,33.9,43.8,5.32,191.2,Moderate
2021-12-05,69.19,182.92,148.15,218.56,6.46,122.91,6.8,73.7,4.11,168.4,Moderate
2023-07-18,79.74,224.77,113.61,252.1,9.93,159.55,31.1,54.4,5.42,199.1,Moderate
2024-05-07,158.69,390.06,351.86,1411.09,31.61,329.26,5.9,81.4,2.06,386.1,Very Poor
2023-01-05,248.88,456.73,320.2,1293.28,19.58,652.03,0.5,68.9,2.96,416.5,Very Poor
2022-03-01,212.26,406.85,304.94,1324.83,20.55,540.42,24.6,61.8,0.73,371.3,Very Poor
2024-10-28,48.17,83.2,57.47,54.39,1.78,58.1,33.6,64.6,7.22,89.1,Satisfactory
2024-06-09,6.79,28.94,18.2,25.76,0.64,7.62,36.9,31.7,5.0,32.2,Good
2022-01-26,81.48,244.14,120.23,227.86,6.4,100.9,13.3,53.3,2.61,196.1,Moderate
2024-08-24,91.49,272.51,186.79,589.97,16.28,199.59,32.2,74.2,3.58,289.8,Poor
2022-04-22,405.76,557.65,431.29,1863.2,37.11,865.77,8.1,62.8,1.58,475.3,Severe
2022-12-19,95.36,347.93,204.14,753.2,10.71,155.79,7.4,68.2,4.58,298.0,Poor
2023-02-01,62.59,174.99,142.48,154.52,4.61,143.67,7.8,58.8,4.83,164.5,Moderate
2024-11-24,116.8,273.14,221.94,546.04,15.5,154.27,25.0,59.2,1.67,289.4,Poor
2022-11-05,22.4,45.12,13.66,17.78,0.58,33.02,29.9,28.2,12.07,45.1,Good
2021-11-09,352.83,511.25,446.13,1846.77,47.48,687.78,27.8,90.2,1.02,484.4,Severe
2022-11-12,42.19,76.42,55.84,63.63,1.71,79.83,29.2,64.3,5.78,85.5,Satisfactory
2022-12-19,226.86,445.66,342.59,1285.78,19.32,436.62,8.3,97.7,2.35,410.1,Very Poor
2021-03-14,48.42,80.13,77.83,47.93,1.94,76.31,31.5,65.9,3.65,97.3,Satisfactory
2022-09-26,15.22,33.97,7.71,19.26,0.51,36.99,31.3,25.1,11.61,37.0,Good
2022-07-22,91.02,301.57,257.42,503.5,10.73,185.91,29.1,55.6,3.15,277.6,Poor
2023-09-29,79.98,229.81,80.14,186.38,9.34,94.94,19.9,69.1,4.5,191.8,Moderate
2024-05-22,395.82,538.72,497.45,1692.23,39.64,832.97,11.1,62.7,1.51,464.3,Severe
2021-08-20,116.73,283.37,212.33,698.55,13.91,223.58,25.0,60.2,4.28,303.8,Poor
2023-04-23,413.23,541.75,463.9,1670.79,46.4,859.27,15.1,60.1,1.29,477.7,Severe
2023-08-14,47.33,97.29,61.86,52.18,1.5,100.05,27.4,41.0,5.39,500.0,Satisfactory
2023-11-29,450.12,869.76,429.98,1714.83,47.02,763.68,8.1,56.3,2.46,500.0,Severe
2021-12-29,255.08,597.86,502.92,1994.04,37.46,704.16,17.2,88.4,1.64,498.8,Severe
2024-06-04,93.1,283.12,224.86,566.57,15.96,215.7,13.6,55.8,1.88,302.4,Poor
2021-04-03,98.4,310.98,243.53,771.49,14.71,227.93,22.6,70.1,1.46,304.6,Poor
2024-12-04,61.38,100.57,83.56,346.38,4.77,131.56,23.3,85.2,3.86,188.9,Moderate
2024-03-05,74.39,236.84,151.65,90.51,7.15,158.11,37.5,78.7,5.05,191.3,Moderate
2022-05-06,69.65,172.64,122.33,128.33,8.63,120.44,12.6,59.6,3.84,183.0,Moderate
2024-08-31,112.18,291.04,237.78,718.17,10.21,186.92,14.6,57.8,3.98,280.7,Poor
2023-09-18,38.36,77.34,49.66,79.1,1.96,86.63,28.9,61.1,7.49,98.9,Satisfactory
2024-07-07,202.67,402.32,339.59,1101.37,25.31,626.3,37.2,86.4,2.56,377.7,Very Poor
2022-08-05,405.72,785.07,548.23,1634.64,37.02,827.03,36.4,71.1,1.72,500.0,Severe
2023-02-01,110.26,318.67,243.3,384.84,14.6,160.47,24.8,85.5,1.31,269.0,Poor
2021-12-11,37.6,79.05,52.28,54.69,1.37,66.19,21.0,70.0,3.87,79.4,Satisfactory
2022-08-26,20.32,33.6,22.37,18.47,0.4,33.28,31.7,44.4,10.54,33.9,Good
2024-06-13,102.89,307.06,181.05,572.97,16.74,220.73,44.2,73.2,2.47,303.3,Poor
2024-01-16,351.47,689.44,474.44,1785.72,42.99,739.66,15.7,87.2,0.63,500.0,Severe
2024-11-15,24.25,44.21,29.54,20.84,0.93,38.85,30.0,31.4,9.47,46.6,Good
2024-06-20,121.89,414.84,334.58,1356.87,28.65,390.65,18.2,86.7,1.53,381.2,Very Poor
2022-12-29,85.43,241.95,159.23,348.28,9.59,145.88,11.9,80.5,5.55,194.9,Moderate
